library,tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_std
pandas,mean,0.10593820000000001,0.10610900000000001,0.0035296509049920384,0.014838100000000002,0.014834,0.00019608810378104132,0.00213611125946039,8.171149232515915e-05
pandas,min,0.0917602,0.100738,0.025820077854259074,0.014801400000000001,0.0149335,0.0005542162032997594,0.0018596649169921498,7.80610407231434e-05
pandas,max,0.1471369,0.10827600000000001,0.12196512195928984,0.0148763,0.01488,0.0002299971255859032,0.00185775756835932,0.00012696634407752857
pandas,unique,1.2582611,1.237668,0.0396284274408326,0.1797612,0.175942,0.005585799869112552,0.02364761829376217,0.0006781230752937202
vaex,load_csv,93.6711348,92.5908885,3.026120477802445,8.8272751,8.7670985,0.15955380248851625,1.0054102420806885,0.018909469268168225
vaex,load_json,965.7803710000001,965.5237745,6.1633298598747785,79.72151600000001,79.8296175,0.3338496912886911,10.024444842338562,0.042721779446023185
vaex,load_hdf,0.9638444444444446,0.961728,0.04290627626033024,0.13297933333333334,0.135145,0.005347580761428478,0.017810185750325478,0.0007712692896085058
vaex,save_csv,178.89142449999997,178.55737449999998,1.943249864191727,15.2796312,15.2578255,0.13718208682850036,1.8829228401184082,0.016079766345394247
vaex,save_json,77.0922956,77.30076700000001,2.152851960269457,7.907363000000001,7.935713,0.2202723727277462,0.8485070466995239,0.025621995580308744
vaex,save_hdf,30.782660699999997,31.126996,3.1578709460262067,3.8609074999999997,3.9031295,0.31580297763048054,0.46991214752197263,0.03445692283893872
vaex,isna,0.1658198,0.1526185,0.07585995424874854,0.0247157,0.0223685,0.010498198110469559,0.00333096981048579,0.001431959132544114
vaex,dropna,0.7630716000000001,0.7395605000000001,0.09284154527915948,0.10630139999999999,0.1067025,0.006232698616525946,0.014105820655822702,0.0007546890424090216
vaex,fillna,1.135522222222222,1.124327,0.08467819371416964,0.16164277777777777,0.160436,0.011425700654421347,0.021386067072550412,0.0015361583435802716
vaex,replace,0.10881320000000001,0.10559099999999999,0.013567853738401905,0.016025099999999997,0.014772,0.002707289396754211,0.0024990797042846098,5.2547662770715503e-05
vaex,drop,0.16921950000000002,0.160186,0.01790601455904939,0.0255247,0.0226595,0.003959940741700282,0.0033252000808715295,0.0004346736142013747
vaex,groupby,3.3474829,3.020775,0.7787326449659444,0.46278500000000006,0.4247585,0.09192363609963315,0.06012692451477044,0.01087194887686595
vaex,concat_dataframes,0.17284500000000003,0.1590575,0.021930888425029917,0.026609700000000003,0.0241815,0.005236778357603715,0.0036844730377196796,0.0003642548304611435
vaex,sort,0.5462084,0.508239,0.11549489240481589,0.07218229999999999,0.07391400000000001,0.006397502430202307,0.009222054481506299,0.0005899653536225386
vaex,merge,0.3920464,0.3703905,0.05565692318161727,0.05655,0.0548265,0.0037691654838232355,0.007567739486694281,0.00024788312900278324
vaex,count,1.6623615,1.6457785,0.062290120786615194,0.23603959999999996,0.23369299999999998,0.009443338336273527,0.031009197235107384,0.0012438333298763356
vaex,sum,2.3906678999999995,2.0295055,1.0615698824971387,0.33361810000000003,0.287441,0.14476588180956174,0.043006038665771455,0.01648965847262592
vaex,mean,2.8041981,2.3673035000000002,1.4773975684580902,0.3926743999999999,0.33718899999999996,0.1887086870574149,0.05069670677185055,0.022066611026436287
vaex,min,2.4767942,2.0269115,1.0470836849933673,0.3503241,0.2841215,0.14604160879196193,0.04472591876983639,0.016390824448253873
vaex,max,2.1483648,1.837825,0.9609300121223766,0.2986896,0.2609875,0.1265508857190129,0.03848640918731684,0.013944945198918968
vaex,unique,7.385204700000001,6.565993000000001,2.2616405130532056,1.0350177,0.8632185,0.31125734055459997,0.10938684940338131,0.038011130970749096
