library,tag,pkg_mean,pkg_median,pkg_std,dram_mean,dram_median,dram_std,duration_mean,duration_std
dask,load_csv,0.9620521,0.9176915,0.21040545796915802,0.1287373,0.1332555,0.01944264428203576,0.016420793533325147,0.0024670817139250353
dask,load_json,9291.708787800002,9557.5582965,873.3766435006193,868.5677273000001,891.1743345,83.46524419489651,96.82432479858399,9.30850310847385
dask,load_hdf,1.6660783,1.4702410000000001,0.45037533386327405,0.23466229999999996,0.20718599999999998,0.06161445325399624,0.030324077606201132,0.007169173821066205
dask,save_csv,2600.4273152000005,2609.20557,21.24750306532796,359.6524365,360.94343200000003,4.406073095572364,46.586721658706665,0.7158843496990936
dask,save_json,2636.7169573333335,2591.799822,120.30563621822118,248.49689722222217,241.254823,13.423664925333426,27.214783297644722,1.1771889445518204
dask,save_hdf,342.00876179999995,340.2538905,6.193731016846246,34.4345656,34.0675615,1.3018329937530557,3.5872764110565187,0.07968998972409198
dask,isna,0.20993,0.2109675,0.025575802096686803,0.0310805,0.0301945,0.002774009022255616,0.00420866012573237,0.00043981838968449867
dask,dropna,0.9095739,0.9110385000000001,0.06524340110258915,0.1294642,0.1299195,0.009481134317978807,0.01709716320037837,0.0009416467741081028
dask,fillna,0.9253636000000001,0.836393,0.2936790816199812,0.12153090000000003,0.1223,0.007257768212979341,0.01599400043487544,0.0008803794063278094
dask,replace,0.1760981,0.1591485,0.04805824862358872,0.025257099999999998,0.0248775,0.0030801802057671885,0.00356049537658686,9.420499723601224e-05
dask,drop,0.8291175,0.8120705,0.03551086031139705,0.11979269999999997,0.11897250000000001,0.005665678934504572,0.015805149078369087,0.0005668441058879351
dask,groupby,0.15091509999999997,0.10317950000000001,0.13514463954959105,0.0171346,0.014857,0.007210747460099634,0.00236387252807613,0.0010429446194447829
dask,concat_dataframes,3.3717686000000002,2.9596785,1.0495296807734829,0.45284019999999997,0.3899435,0.14858737174007156,0.056779074668884225,0.01593931266119176
dask,sort,345.2431533,344.03198699999996,15.049918435127108,33.75035580000001,33.008472,2.6565968060169602,3.03493869304657,0.14406511180119336
dask,merge,9.375372600000002,8.950966000000001,1.2370608169063206,1.0845725,1.0049725,0.17802582998246194,0.13597383499145504,0.013965515040476049
dask,count,256.6331259,257.233014,10.633772355782742,24.295659099999998,23.799792500000002,1.8517830076463215,2.191136026382446,0.08555468564931352
dask,sum,92.2493302,92.117257,2.433102924216399,9.1609589,9.1191445,0.3526591735345897,0.8640329599380493,0.016292084357685453
dask,mean,93.6815411,92.13919899999999,5.205808181652545,9.4261033,9.251481,0.6777645227248591,0.8868764877319336,0.047882356768731496
dask,min,92.1105735,92.220437,3.321249375534897,9.234290099999999,9.322480500000001,0.40238176967608197,0.8663633823394775,0.03227302476367547
dask,max,92.53676850000001,93.6994675,3.503773180753102,9.269260000000001,9.3036775,0.3476491874474744,0.8740176677703857,0.02419808551754376
dask,unique,91.7312105,91.18921950000001,3.1061905389524695,9.229111399999999,9.110446,0.5367913755221236,0.8621974945068359,0.017345301234307643
pandas,load_csv,542.6674826000001,529.8943340000001,30.510295166647936,48.341658100000004,47.27739,3.072150976199265,5.569919109344482,0.30322909407470205
pandas,load_json,7618.3151898000015,7579.266028,117.01074566741806,716.6882702,710.4496395,19.06966824812966,79.00101163387299,1.265887605738574
pandas,load_hdf,210.7184973,204.620173,19.79381780664942,21.9171658,21.334365,2.1188052977827336,2.2723506927490233,0.21469133162440845
pandas,save_csv,1598.9126364999997,1595.564061,12.410241597563687,127.99727949999999,127.670184,0.9618004872216694,16.37647714614868,0.07405895194172508
pandas,save_json,1519.583695,1525.120912,24.563739163428135,141.28296255555557,140.543857,3.0441163951310677,15.593307124243843,0.23099458162557462
pandas,save_hdf,179.8139928,176.1898255,9.161864074399276,19.145417600000002,18.762665,0.9731036775306113,1.9226540088653565,0.07971595111718904
pandas,isna,0.1744136,0.153503,0.103796560757838,0.0228017,0.023156999999999997,0.0011924666359180776,0.0029105186462401803,0.00020181666659428027
pandas,dropna,55.141124500000004,57.112615500000004,9.039123872876104,5.977852400000001,6.198772,0.8949275252885875,0.6197580575942994,0.0959654324156857
pandas,fillna,51.463618999999994,53.796645,8.789474955817706,5.5770675,5.818001499999999,0.8806550634763307,0.5853117227554321,0.09408796632249072
pandas,replace,0.46785789999999994,0.4475395,0.06799484361078828,0.07874590000000001,0.079651,0.004379015704978054,0.00860919952392573,0.00015433049051916727
pandas,drop,50.244299,49.6955515,1.5553624550100489,5.4312737,5.397741,0.13434877637208964,0.5731512308120728,0.01489017571240485
pandas,groupby,0.10394244444444445,0.103698,0.002677222166309286,0.01477811111111111,0.01478,0.00012138929570234407,0.002048015594482378,8.47639243952159e-05
pandas,concat_dataframes,23.823099666666668,23.786011,0.1483953975490815,2.733491222222222,2.729978,0.010924371810060453,0.2826728555891249,0.0011373581109035216
pandas,sort,89.8338948,86.0902955,12.898698343153079,9.8573494,9.506831,1.2022621567682965,0.9813318490982056,0.13808754614342303
pandas,merge,231.15374789999996,232.866958,4.278295292617209,24.236800600000002,24.4859905,0.5027010751108462,2.4190513849258424,0.050355883710024626
pandas,count,10.1882244,10.148991,0.17899018308226372,1.3778659,1.385338,0.036028585312992197,0.14404404163360593,0.0033771888005292277
pandas,sum,0.23237229999999998,0.2156365,0.050623387379637966,0.0335239,0.033675,0.0017110873378579413,0.004451990127563419,7.940583581731224e-05
pandas,mean,0.3709524,0.3746945,0.009772944401083361,0.0554196,0.055661,0.0015171464589082296,0.00679206848144525,4.605052780919794e-05
