timestamp,tag,duration,package,dram
1672951843.692766,load_csv,0.9955193996429444,94879152.0,8786775.0
1672951874.7196362,load_json,10.019656658172607,959156480.0,80028746.0
1672951914.8015862,load_hdf,0.5522384643554688,48618650.0,5196982.0
1672951945.4050694,save_csv,1.9669413566589355,185725720.0,15396635.0
1672951977.403386,save_json,0.5659372806549072,50746636.0,5148924.0
1672952008.0007496,save_hdf,0.3352837562561035,28237965.0,3069179.0
1672952069.296915,isna,0.0330612659454345,1863825.0,270060.0
1672952099.3611658,dropna,0.1178762912750244,8065531.0,976247.0
1672952129.5127573,fillna,0.1105124950408935,7279584.0,908376.0
1672952159.6571558,replace,0.0203156471252441,1083249.0,174405.0
1672952220.614189,drop,0.0152244567871093,814206.0,136827.0
1672952250.6643524,groupby,0.0021569728851318,96191.0,13571.0
1672952280.6977265,concat_dataframes,0.0591883659362793,3521109.0,561739.0
1672952310.7952106,sort,0.0511794090270996,2914421.0,448228.0
1672952340.8813007,merge,0.4438009262084961,38413903.0,3969263.0
1672952402.2956574,count,0.1098778247833252,7136579.0,886420.0
1672952432.437034,sum,0.0021498203277587,107849.0,14842.0
1672952462.4707928,mean,0.0022199153900146,111022.0,14748.0
1672952492.5044358,min,0.0018033981323242,105469.0,13250.0
1672952522.5376637,max,0.0020265579223632,108215.0,15391.0
1672952552.5713236,unique,0.0240485668182373,1290708.0,183478.0
1672952582.6266856,load_csv,0.8681750297546387,79484721.0,7699418.0
1672952613.5414865,load_json,9.890060663223268,947038713.0,78593713.0
1672952653.4923563,load_hdf,0.4960439205169678,42956250.0,4673125.0
1672952684.039333,save_csv,1.9539835453033447,185134902.0,15207512.0
1672952716.0247226,save_json,0.5626678466796875,50302300.0,5104324.0
1672952746.6187084,save_hdf,0.3316447734832763,27618521.0,3034924.0
1672952807.9017074,isna,0.0333807468414306,1823176.0,258892.0
1672952837.9665258,dropna,0.1179852485656738,7693949.0,969790.0
1672952868.1181936,fillna,0.110086441040039,7301312.0,894667.0
1672952898.2619317,replace,0.020838975906372,1109983.0,175445.0
1672952959.2450752,drop,0.0159752368927001,882810.0,144019.0
1672952989.2958946,groupby,0.0021424293518066,102295.0,14673.0
1672953019.3294542,concat_dataframes,0.0540719032287597,3206779.0,526152.0
1672953049.42177,sort,0.0484392642974853,2747002.0,424896.0
1672953079.505905,merge,0.4263176918029785,37131802.0,3824311.0
1672953140.8867743,count,0.1079704761505127,6997114.0,866744.0
1672953171.0259953,sum,0.0022923946380615,156250.0,15621.0
1672953201.0599034,mean,0.0020840167999267,107238.0,14688.0
1672953231.0934064,min,0.0018792152404785,45899.0,14949.0
1672953261.126721,max,0.0017299652099609,77575.0,14719.0
1672953291.1597636,unique,0.02303147315979,1236203.0,175599.0
1672953321.2140927,load_csv,0.8756003379821777,79983865.0,7748043.0
1672953352.135847,load_json,9.884880542755129,947321060.0,78933970.0
1672953392.0728438,load_hdf,0.4865736961364746,42288040.0,4594345.0
1672953422.609953,save_csv,1.950760126113892,184555375.0,15424787.0
1672953454.5920684,save_json,0.5597834587097168,49987360.0,5088948.0
1672953485.1831925,save_hdf,0.3228440284729004,26997917.0,2952181.0
1672953546.4480226,isna,0.0346021652221679,1883478.0,270030.0
1672953576.513883,dropna,0.1181662082672119,7741008.0,966593.0
1672953606.6657152,fillna,0.1113905906677246,7218427.0,906295.0
1672953636.810719,replace,0.0199265480041503,1084409.0,173946.0
1672953697.7827077,drop,0.0153615474700927,826169.0,133355.0
1672953727.8330283,groupby,0.0021390914916992,105347.0,14596.0
1672953757.8666005,concat_dataframes,0.0535540580749511,3156425.0,517171.0
1672953787.9582722,sort,0.0478594303131103,2725031.0,421454.0
1672953818.0412748,merge,0.4212715625762939,36803678.0,3736596.0
1672953879.4041817,count,0.1077504158020019,6986676.0,862645.0
1672953909.543158,sum,0.002159833908081,106690.0,14840.0
1672953939.5769105,mean,0.002206802368164,98937.0,14933.0
1672953969.6106017,min,0.0017745494842529,58593.0,15162.0
1672953999.6437986,max,0.00175142288208,76415.0,14979.0
1672954029.6770687,unique,0.0246543884277343,1295224.0,183982.0
1672954059.7330854,load_csv,0.8612542152404785,78945050.0,7628396.0
1672954090.639949,load_json,9.965294122695925,954944271.0,78941527.0
1672954130.6589496,load_hdf,0.4856307506561279,42141005.0,4583375.0
1672954161.1955764,save_csv,1.949699640274048,184231584.0,15242273.0
1672954193.1765,save_json,0.5589983463287354,50011958.0,5074275.0
1672954223.7669554,save_hdf,0.3295230865478515,27747243.0,3029140.0
1672954285.0373232,isna,0.0319807529449462,1796809.0,254270.0
1672954315.1005363,dropna,0.119823932647705,7855266.0,980944.0
1672954345.2540483,fillna,0.1094710826873779,7100567.0,889251.0
1672954375.3970895,replace,0.0207276344299316,1083005.0,183018.0
1672954436.379527,drop,0.0251979827880859,1346554.0,204975.0
1672954466.439077,groupby,0.0021867752075195,101745.0,14642.0
1672954496.4728673,concat_dataframes,0.0557527542114257,3222403.0,535592.0
1672954526.566971,sort,0.0474729537963867,2709222.0,415442.0
1672954556.6496208,merge,0.4209871292114258,36693387.0,3751284.0
1672954618.0148003,count,0.1066272258758544,6898420.0,854658.0
1672954648.1529047,sum,0.002103567123413,103515.0,14749.0
1672954678.186653,mean,0.0022859573364257,105773.0,14888.0
1672954708.2204366,min,0.0020592212677001,101257.0,14902.0
1672954738.2539556,max,0.0018682479858398,272461.0,14978.0
1672954768.2873876,unique,0.0233349800109863,1239315.0,175935.0
1672954798.3421469,load_csv,0.8638026714324951,78928693.0,7613142.0
